start_map,start_cell,target_map,target_cell
2133,456,2130,35
2134,23,2132,443
2134,276,2133,245
2134,318,2187,320
2134,457,2184,36
2135,21,2136,427
2135,247,2161,216
2135,289,2130,291
2135,457,8688,36
2136,24,2137,445
2136,289,2133,291
2136,305,2147,303
2136,456,2135,35
2137,21,2155,443
2137,247,2139,216
2137,289,2131,262
2137,459,2136,38
2138,247,8644,216
2138,260,2140,233
2138,457,2141,36
2139,231,2137,262
2139,247,2167,216
2139,457,2147,35
214,19,251,439
214,289,943,262
214,334,210,390
214,457,215,37
2140,247,2138,274
2140,289,2174,320
2140,457,2142,36
2141,22,2138,443
2141,231,2142,233
2141,247,8643,216
2141,456,2156,35
2142,218,2141,245
2142,22,2140,443
2142,250,5,394
2142,457,2159,37
2143,202,2144,175
2143,218,8640,216
2143,23,2158,443
2143,460,2145,40
2144,115,2167,88
2144,189,2143,216
2144,22,2160,443
2144,457,2146,36
2145,202,2146,175
2145,25,2143,446
2145,305,8639,274
2145,459,2169,39
2146,189,2145,216
2146,22,2144,442
2146,405,2165,378
2146,458,2168,37
2147,155,4,394
2147,21,2139,443
2147,247,2165,245
2147,318,2136,320
2147,456,2161,35
2148,22,3554,442
2148,305,2182,303
2148,347,2149,349
2148,457,2150,37
2149,20,3595,441
2149,318,4226,204
2149,334,2148,361
2149,456,2151,36
215,22,214,443
215,247,211,231
215,260,944,233
215,44,210,447
215,460,216,39
2150,144,2151,88
2150,218,2183,216
2150,22,2148,443
2150,457,2152,36
2151,102,2150,158
2151,22,2149,441
2151,231,4227,262
2151,457,2179,36
2152,218,2154,216
2152,22,2150,443
2152,231,2179,262
2152,457,2153,36
2153,22,2152,443
2153,247,2155,274
2153,260,2180,320
2153,457,2131,36
2154,160,2181,129
2154,22,2183,443
2154,231,2152,233
2154,458,2155,37
2155,23,2154,444
2155,260,2153,262
2155,457,2137,35
2156,144,2159,175
2156,21,2141,442
2156,218,8642,216
2156,459,2158,39
2157,21,3474,443
2157,289,2182,262
2157,334,2174,361
2157,457,2178,36
2158,218,8641,216
2158,24,2156,445
2158,289,2160,262
2158,458,2143,38
2159,160,2156,129
2159,23,2142,442
2159,289,2171,320
2159,456,2160,35
216,189,212,187
216,202,945,175
216,25,215,446
216,454,217,48
2160,202,2170,204
2160,21,2159,442
2160,276,2158,274
2160,457,2144,37
2161,160,2164,216
2161,21,2147,442
2161,231,2135,262
2161,457,8693,36
2164,160,2168,187
2164,20,2165,441
2164,202,2161,175
2165,21,2167,442
2165,260,2147,262
2165,392,2146,419
2165,455,2164,34
2167,102,2144,129
2167,21,2170,441
2167,231,2139,262
2167,456,2165,35
2168,131,2169,129
2168,173,2164,146
2168,23,2146,444
2168,457,8625,36
2169,144,2168,146
2169,24,2145,444
2169,247,8638,274
2169,456,8632,36
217,189,213,245
217,202,671,204
217,33,216,440
217,456,560,35
2170,189,2160,187
2170,21,2171,441
2170,456,2167,36
2171,144,2181,146
2171,22,2177,443
2171,305,2159,274
2171,456,2170,36
2174,22,3435,441
2174,305,2140,274
2174,347,2157,349
2174,457,2177,36
2177,173,2178,175
2177,22,2174,443
2177,247,2142,245
2177,457,2171,36
2178,160,2177,187
2178,22,2157,442
2178,457,2181,36
2179,22,2151,443
2179,247,2152,216
2179,260,4228,262
2179,457,2180,36
2180,22,2179,443
2180,260,4230,262
2180,305,2153,245
2180,456,2132,34
2181,131,2171,129
2181,144,2154,175
2181,22,2178,443
2181,457,9127,37
2182,18,3513,441
2182,276,2157,303
2182,318,2148,291
2182,457,2183,36
2183,218,2178,216
2183,22,2182,443
2183,231,2150,233
2183,457,2154,36
2184,202,2186,175
2184,22,2134,443
2184,458,2185,38
2184,73,2130,158
2185,23,2184,444
2185,458,2071,36
2186,189,2184,216
2186,23,2187,442
2187,267,2198,338
2187,305,2134,303
2187,457,2186,38
2189,131,8688,216
2189,18,2130,439
2189,457,8687,36
2191,202,7832,233
2191,21,2072,441
2195,388,2056,323
2196,343,2195,178
2198,352,2187,282
2198,367,2187,282
220,144,221,30
220,22,9456,445
220,363,9452,390
220,456,46,37
2209,25,2210,751
2209,406,2220,334
2209,426,2215,498
2209,771,2214,53
221,18,9460,438
221,318,174,291
221,44,220,129
221,457,261,36
2210,165,2221,260
2210,426,4303,350
2210,47,4077,750
2210,769,2209,44
2214,315,2216,350
2214,34,2209,752
2214,374,5867,317
2214,472,5803,316
2214,665,2218,556
2214,769,4344,46
2215,26,4303,747
2215,315,4290,276
2215,517,2209,408
2215,767,2216,46
2216,278,4336,313
2216,28,2215,748
2216,369,2214,334
2216,768,4343,46
2218,28,2220,748
2218,390,6546,223
2218,574,2214,683
2218,768,4345,45
222,102,9460,100
222,16,9463,436
222,434,164,407
222,459,174,38
2220,27,2221,749
2220,352,2209,424
2220,767,2218,47
2221,241,2210,146
2221,30,4070,747
2221,767,2220,45
226,102,9458,100
226,25,9462,446
226,313,10222,416
226,405,9464,378
226,455,9461,35
249,22,490,442
249,305,489,303
249,453,250,34
249,86,209,88
25,40,688,447
25,421,687,390
25,434,675,436
25,457,30,39
25,79,1010,338
250,19,249,439
250,260,210,189
250,392,492,390
250,457,207,37
251,21,680,441
251,247,209,216
251,347,681,349
251,454,214,34
2579,189,9285,350
2579,21,4341,749
2579,231,4415,233
2579,456,9280,36
261,22,221,443
261,231,178,233
261,334,46,332
261,444,53,53
2610,21,4410,442
2610,218,9283,245
2610,231,2639,204
2610,456,2611,36
2611,21,2610,441
2611,231,2640,204
2611,456,2612,35
2612,21,2611,442
2612,231,2641,233
2612,456,2613,35
2613,21,2612,442
2613,231,2642,233
2613,456,2614,35
2614,21,2613,442
2614,231,2643,233
2614,456,2615,36
2615,21,2614,441
2615,231,2644,233
2615,456,2616,36
2616,21,2615,441
2616,231,2645,233
2616,456,2617,35
2617,21,2616,442
2617,231,2646,233
2617,456,2618,36
2618,21,2617,441
2618,231,2647,204
2638,21,4414,441
2638,247,4410,216
2638,260,4411,204
2638,456,2639,35
2639,21,2638,442
2639,218,2610,245
2639,231,2668,262
2639,456,2640,35
264,334,1039,332
264,454,1092,35
2640,21,2639,442
2640,218,2611,245
2640,231,2669,233
2640,456,2641,35
2641,21,2640,442
2641,218,2612,216
2641,231,2670,204
2641,456,2642,35
2642,21,2641,441
2642,218,2613,216
2642,231,2671,233
2642,456,2643,35
2643,21,2642,442
2643,218,2614,216
2643,231,2672,233
2643,456,2644,35
2644,21,2643,442
2644,218,2615,216
2644,231,2673,233
2644,456,2645,36
2645,21,2644,441
2645,218,2616,216
2645,231,2674,262
2645,456,2646,35
2646,21,2645,442
2646,218,2617,216
2646,231,2675,262
2646,456,2647,35
2647,21,2646,442
2647,218,2618,245
2647,231,2676,233
2647,456,2648,35
2648,21,2647,442
2648,231,2677,204
266,189,1362,245
266,22,1039,442
266,260,1092,262
266,458,1127,37
2668,21,4411,442
2668,231,4398,233
2668,247,2639,216
2668,456,2669,36
2669,21,2668,441
2669,218,2640,216
2669,231,2698,233
2669,456,2670,35
2670,21,2669,442
2670,218,2641,245
2670,231,2699,233
2670,456,2671,35
2671,21,2670,442
2671,218,2642,216
2671,231,2700,233
2671,456,2672,35
2672,173,2701,233
2672,21,2671,442
2672,218,2643,216
2672,446,6150,339
2672,456,2673,35
2673,21,2672,442
2673,218,2644,216
2673,231,2702,204
2673,456,2674,35
2674,21,2673,442
2674,231,2703,204
2674,247,2645,216
2674,456,2675,35
2675,21,2674,442
2675,247,2646,216
2675,260,2704,233
2675,456,2676,35
2676,21,2675,442
2676,218,2647,216
2676,231,2705,204
2676,456,2677,35
2677,21,2676,442
2677,218,2648,245
2677,231,2706,233
2677,456,2678,35
2678,21,2677,442
2678,231,2707,233
2678,455,2679,35
2679,21,2678,441
2679,231,2708,233
268,421,1092,419
268,434,269,436
268,455,1090,35
2684,405,2713,407
2684,456,2685,35
2685,21,2684,442
2685,260,2714,262
2685,457,2686,36
2686,22,2685,443
2686,260,2715,204
2686,456,2687,36
2687,21,2686,441
2687,231,2716,204
2687,456,2688,36
2688,21,2687,441
2688,231,2717,233
2688,456,2689,35
2689,21,2688,442
2689,231,2718,233
2689,456,2690,36
269,421,268,448
269,454,288,34
2690,21,2689,442
2690,231,2719,262
2690,456,2691,36
2691,21,2690,442
2691,231,2720,262
2691,456,2692,35
2692,21,2691,442
2692,231,2721,233
2692,456,2693,36
2693,21,2692,442
2693,231,2722,233
2693,456,2694,36
2694,21,2693,441
2694,231,2723,233
2694,457,2695,37
2695,202,2724,233
2695,22,2694,442
2698,21,4398,441
2698,218,2669,216
2698,231,2728,204
2698,456,2699,35
2699,21,2698,442
2699,218,2670,216
2699,231,2727,233
2699,456,2700,35
270,23,1005,444
270,276,271,274
270,376,1017,291
270,436,305,30
270,448,305,41
2700,20,2699,442
2700,218,2671,216
2700,231,2729,262
2700,455,2701,35
2701,21,2700,441
2701,218,2672,158
2701,231,2730,233
2701,456,2702,35
2702,21,2701,442
2702,218,2673,216
2702,231,2731,262
2702,456,2703,35
2703,189,2674,216
2703,21,2702,442
2703,231,2732,233
2703,456,2704,36
2704,21,2703,441
2704,218,2675,245
2704,231,2733,233
2704,456,2705,35
2705,21,2704,442
2705,218,2676,245
2705,231,2734,233
2705,456,2706,36
2706,21,2705,441
2706,218,2677,216
2706,231,2735,204
2706,456,2707,36
2707,21,2706,441
2707,218,2678,216
2707,231,2736,204
2707,456,2708,35
2708,202,2737,233
2708,21,2707,442
2708,218,2679,216
2708,458,2709,35
2709,21,2708,444
2709,231,2738,233
271,160,273,158
271,289,270,291
271,36,1016,443
271,447,272,42
2713,392,2684,390
2713,405,2742,378
2713,458,2714,35
2714,21,2713,444
2714,231,2745,233
2714,247,2685,245
2714,456,2715,36
2715,21,2714,441
2715,218,2686,274
2715,231,2744,204
2715,456,2716,35
2716,21,2715,442
2716,218,2687,245
2716,231,2743,262
2716,456,2717,36
2717,21,2716,441
2717,218,2688,216
2717,231,2746,320
2717,456,2718,36
2718,21,2717,441
2718,218,2689,216
2718,231,2747,291
2718,456,2719,35
2719,21,2718,442
2719,247,2690,216
2719,260,2748,320
2719,456,2720,35
272,144,305,117
272,27,271,433
2720,21,2719,442
2720,231,2749,262
2720,247,2691,216
2720,456,2721,36
2721,21,2720,427
2721,218,2692,216
2721,231,2750,262
2721,456,2722,35
2722,21,2721,442
2722,218,2693,216
2722,231,2751,262
2722,456,2723,35
2723,21,2722,442
2723,218,2694,216
2723,231,2752,233
2723,456,2724,35
2724,21,2723,442
2724,218,2695,187
2724,231,2753,233
2724,456,2725,35
2725,21,2724,442
2725,260,2754,204
2725,456,4523,35
2726,21,4392,441
2726,218,4398,216
2726,231,2755,233
2726,456,2728,36
2727,21,2728,442
2727,218,2699,216
2727,231,2757,204
2727,456,2729,37
2728,21,2726,441
2728,218,2698,216
2728,231,2756,233
2728,456,2727,35
2729,22,2727,441
2729,231,2758,233
2729,247,2700,216
2729,456,2730,35
273,173,271,146
273,305,274,303
2730,21,2729,442
2730,218,2701,216
2730,231,2759,233
2730,456,2731,35
2731,21,2730,442
2731,247,2702,216
2731,260,2760,233
2731,456,2732,35
2732,21,2731,442
2732,218,2703,216
2732,231,2761,233
2732,456,2733,36
2733,21,2732,441
2733,218,2704,216
2733,231,2762,204
2733,456,2734,35
2734,21,2733,442
2734,218,2705,216
2734,231,2763,233
2734,456,2735,36
2735,21,2734,441
2735,218,2706,245
2735,231,2764,233
2735,456,2736,36
2736,202,2765,262
2736,21,2735,441
2736,218,2707,245
2736,456,2737,35
2737,21,2736,442
2737,218,2708,187
2737,231,2766,233
2737,456,2738,35
2738,21,2737,442
2738,218,2709,216
2738,231,2767,204
2738,456,2739,35
2739,21,2738,442
2739,231,2768,262
2739,456,2740,35
274,318,273,291
274,363,276,361
274,457,275,34
2740,21,2739,442
2740,231,2769,291
2740,459,2741,38
2741,24,2740,445
2741,260,2770,233
2741,457,2742,51
2742,22,2741,442
2742,260,2771,262
2742,392,2713,419
2742,457,2745,35
2743,22,2744,441
2743,247,2716,216
2743,455,2746,35
2744,21,2745,442
2744,218,2715,245
2744,231,2773,262
2744,456,2743,37
2745,21,2742,443
2745,218,2714,216
2745,231,2772,204
2745,456,2744,35
2746,20,2743,440
2746,305,2717,216
2746,455,2747,34
2747,20,2746,440
2747,276,2718,216
2747,453,2748,34
2748,20,2747,438
2748,305,2719,245
2748,451,2749,30
2749,16,2748,437
2749,247,2720,216
2749,453,2750,35
275,102,277,129
275,20,274,442
2750,20,2749,438
2750,276,2721,216
2750,456,2751,37
2751,23,2750,441
2751,247,2722,216
2751,289,2780,291
2751,458,2752,35
2752,21,2751,444
2752,218,2723,216
2752,231,2781,204
2752,456,2753,35
2753,21,2752,442
2753,218,2724,216
2753,231,2782,233
2753,456,2754,35
2754,21,2753,442
2754,218,2725,274
2754,231,2783,320
2754,456,4525,35
2755,21,4391,442
2755,218,2726,216
2755,231,2784,233
2755,456,2756,36
2756,21,2755,441
2756,218,2728,216
2756,231,2785,262
2756,456,2757,35
2757,21,2756,442
2757,218,2727,245
2757,231,2786,233
2757,456,2758,36
2758,21,2757,441
2758,218,2729,216
2758,231,2787,233
2758,456,2759,35
2759,21,2758,442
2759,218,2730,216
2759,231,2788,233
2759,456,2760,35
276,376,274,349
276,421,279,419
276,455,277,35
2760,21,2759,442
2760,218,2731,245
2760,231,2789,233
2760,456,2761,36
2761,21,2760,441
2761,218,2732,216
2761,231,2790,262
2761,456,2762,36
2762,21,2761,441
2762,218,2733,245
2762,231,2791,262
2762,456,2763,35
2763,21,2762,442
2763,218,2734,216
2763,231,2792,262
2763,456,2764,35
2764,202,2793,233
2764,21,2763,442
2764,218,2735,216
2764,456,2765,35
2765,21,2764,442
2765,231,2794,262
2765,247,2736,187
2765,456,2766,35
2766,21,2765,442
2766,218,2737,216
2766,231,2795,233
2766,456,2767,35
2767,21,2766,442
2767,218,2738,245
2767,231,4382,233
2767,456,2768,35
2768,21,2767,442
2768,231,4385,262
2768,247,2739,216
2768,455,2769,33
2769,19,2768,441
2769,231,4388,204
2769,276,2740,216
2769,456,2770,36
277,115,275,88
277,189,280,216
277,20,276,441
277,453,278,31
2770,21,2769,441
2770,247,2741,245
2770,456,2771,35
2771,21,2770,442
2771,247,2742,274
2771,455,2772,36
2772,21,2771,440
2772,218,2745,245
2772,452,2773,30
2773,16,2772,437
2773,247,2744,216
278,131,281,158
278,17,277,438
2780,276,2751,274
2780,454,2781,33
2781,19,2780,439
2781,218,2752,245
2781,455,2782,36
2782,21,2781,440
2782,218,2753,216
2782,456,2783,35
2783,21,2782,442
2783,260,2812,262
2783,305,2754,216
2783,456,4528,35
2784,21,4349,441
2784,218,2755,216
2784,231,2813,233
2784,456,2785,36
2785,21,2784,441
2785,231,2814,262
2785,247,2756,216
2785,456,2786,35
2786,21,2785,442
2786,218,2757,216
2786,260,2815,204
2786,456,2787,36
2787,21,2786,441
2787,218,2758,216
2787,231,2816,204
2787,456,2788,35
2788,21,2787,442
2788,218,2759,216
2788,260,2817,233
2788,456,2789,35
2789,21,2788,442
2789,218,2760,216
2789,231,2818,233
2789,456,2790,36
279,18,570,439
279,218,589,245
279,434,276,407
279,457,280,36
2790,202,2819,262
2790,21,2789,441
2790,247,2761,216
2790,456,2791,35
2791,21,2790,442
2791,247,2762,216
2791,260,2820,233
2791,457,2792,36
2792,22,2791,443
2792,247,2763,216
2792,260,2821,233
2792,456,2793,35
2793,202,2822,175
2793,21,2792,442
2793,218,2764,187
2793,456,2794,35
2794,21,2793,442
2794,231,2823,204
2794,247,2765,216
2794,457,2795,35
2795,21,2794,443
2795,218,2766,216
2795,231,4377,175
2795,456,4382,35
280,202,277,175
280,21,279,442
280,218,587,245
280,455,281,35
281,144,278,117
281,20,280,441
281,218,286,245
281,456,282,21
2812,247,2783,245
2812,455,4412,36
2813,21,4350,441
2813,218,2784,216
2813,231,2842,233
2813,456,2814,36
2814,21,2813,441
2814,247,2785,216
2814,260,2843,233
2814,456,2815,35
2815,21,2814,442
2815,218,2786,274
2815,231,2844,233
2815,456,2816,35
2816,21,2815,442
2816,218,2787,245
2816,231,2845,233
2816,456,2817,36
2817,202,2846,233
2817,21,2816,441
2817,218,2788,245
2817,456,2818,36
2818,21,2817,441
2818,218,2789,216
2818,231,2847,233
2818,456,2819,35
2819,21,2818,442
2819,231,2848,262
2819,247,2790,187
2819,456,2820,35
282,21,281,442
282,218,287,245
282,455,283,35
2820,21,2819,442
2820,231,2849,204
2820,247,2791,245
2820,457,2821,37
2821,22,2820,442
2821,231,2850,204
2821,247,2792,245
2821,456,2822,36
2822,189,2793,216
2822,202,2851,175
2822,21,2821,441
2822,456,2823,35
2823,21,2822,441
2823,218,2794,245
2823,231,2852,204
2823,457,4377,35
283,20,282,441
283,247,1070,216
283,454,284,34
284,19,283,440
284,218,1073,216
284,454,1106,34
2842,21,4351,443
2842,218,2813,216
2842,231,2871,233
2842,456,2843,35
2843,21,2842,442
2843,218,2814,245
2843,231,2872,233
2843,456,2844,36
2844,21,2843,441
2844,218,2815,216
2844,231,2873,262
2844,456,2845,35
2845,21,2844,442
2845,231,2874,233
2845,247,2816,245
2845,456,2846,35
2846,21,2845,442
2846,218,2817,187
2846,231,2875,233
2846,456,2847,35
2847,21,2846,442
2847,218,2818,216
2847,231,2876,233
2847,456,2848,36
2848,21,2847,441
2848,247,2819,216
2848,260,2877,262
2848,456,2849,35
2849,21,2848,442
2849,218,2820,216
2849,260,2878,233
2849,457,2850,36
2850,218,2821,216
2850,22,2849,443
2850,231,2879,204
2850,457,2851,36
2851,189,2822,187
2851,260,2880,233
2851,456,2852,35
2852,202,2881,233
2852,21,2851,442
2852,218,2823,216
2852,457,4372,36
286,22,587,443
286,231,281,233
286,276,585,274
286,457,287,37
287,22,286,443
287,231,282,233
287,363,655,361
287,459,1070,38
2871,21,4331,441
2871,218,2842,216
2871,231,2916,204
2871,456,2872,35
2872,21,2871,442
2872,218,2843,216
2872,231,2917,233
2872,456,2873,35
2873,21,2872,442
2873,231,2918,262
2873,247,2844,216
2873,456,2874,35
2874,21,2873,442
2874,218,2845,216
2874,231,2919,262
2874,456,2875,36
2875,21,2874,441
2875,218,2846,216
2875,231,2920,262
2875,456,2876,35
2876,21,2875,442
2876,218,2847,216
2876,231,2921,233
2876,456,2877,35
2877,21,2876,442
2877,231,2922,204
2877,247,2848,245
2877,456,2878,36
2878,21,2877,441
2878,218,2849,245
2878,231,2923,233
2878,457,2879,36
2879,218,2850,245
2879,22,2878,442
2879,231,2924,233
2879,457,2880,36
288,189,1090,187
288,19,269,440
288,347,289,320
288,457,1132,39
2880,22,2879,442
2880,231,2925,204
2880,247,2851,245
2880,454,2881,34
2881,19,2880,440
2881,202,2926,160
2881,247,2852,187
289,27,290,448
289,318,1111,262
289,334,288,332
289,457,1126,35
290,115,1102,117
290,27,294,448
290,462,289,41
2900,218,4326,245
2900,24,9203,442
2900,260,2945,233
2900,456,2901,35
2901,202,2946,204
2901,21,2900,442
2901,218,4327,187
2901,458,2902,37
2902,218,4328,216
2902,22,2901,443
2902,231,2947,233
2902,457,2903,37
2903,22,2902,443
2903,247,4310,245
2903,260,2948,233
2903,456,2904,50
2904,21,2903,442
2904,218,4311,245
2904,260,2949,233
2904,456,2905,35
2905,21,2904,442
2905,247,4312,274
2905,260,2950,233
2905,457,2906,51
2906,22,2905,443
2906,231,4185,204
2906,247,4313,245
2906,457,2907,35
2907,21,2906,443
2907,218,4318,187
2907,231,4186,262
2907,456,2908,36
2908,21,2907,441
2908,218,4319,216
2908,231,4187,233
2908,456,2909,35
2909,21,2908,442
2909,231,4321,262
2909,247,4320,245
2909,456,2910,50
2910,21,2909,441
2910,218,4323,274
2910,231,4322,262
2910,456,2911,35
2911,21,2910,442
2911,218,4324,216
2911,231,2951,204
2911,456,2912,36
2912,21,2911,441
2912,218,4325,216
2912,231,2952,233
2912,456,2913,36
2913,21,2912,441
2913,218,4329,245
2913,231,2953,233
2913,456,2914,36
2914,21,2913,442
2914,218,4330,245
2914,231,2954,233
2914,456,2915,36
2915,21,2914,441
2915,231,2955,262
2915,247,4331,216
2915,456,2916,36
2916,21,2915,441
2916,218,2871,245
2916,231,2956,233
2916,456,2917,36
2917,21,2916,441
2917,218,2872,216
2917,231,2957,262
2917,456,2918,35
2918,21,2917,442
2918,231,2958,233
2918,247,2873,216
2918,456,2919,35
2919,21,2918,442
2919,231,2959,233
2919,247,2874,216
2919,456,2920,36
2920,21,2919,441
2920,247,2875,216
2920,260,2960,233
2920,456,2921,35
2921,21,2920,442
2921,218,2876,216
2921,231,2961,262
2921,456,2922,35
2922,21,2921,442
2922,218,2877,216
2922,231,2962,233
2922,456,2923,35
2923,21,2922,441
2923,218,2878,245
2923,231,2963,233
2923,457,2924,37
2924,218,2879,245
2924,22,2923,442
2924,231,2964,233
2924,457,2925,36
2925,218,2880,216
2925,22,2924,442
2925,260,2965,262
2925,457,2926,37
2926,189,2881,216
2926,22,2925,443
2926,231,2966,233
294,347,295,320
294,462,290,41
2945,247,2900,245
2945,456,2946,36
2946,21,2945,441
2946,218,2901,216
2946,457,2947,36
2947,22,2946,443
2947,231,2987,233
2947,247,2902,245
2947,457,2948,37
2948,22,2947,443
2948,247,2903,245
2948,260,2988,233
2948,456,2949,35
2949,21,2948,442
2949,247,2904,245
2949,260,2989,233
2949,457,2950,36
295,23,297,444
295,260,1113,233
295,334,294,361
295,444,1102,37
2950,22,2949,442
2950,247,2905,245
2950,260,4188,262
2950,456,4185,35
2951,21,4322,442
2951,218,2911,245
2951,231,2991,233
2951,456,2952,35
2952,21,2951,442
2952,218,2912,216
2952,231,2992,233
2952,456,2953,36
2953,21,2952,441
2953,218,2913,216
2953,231,2993,262
2953,456,2954,35
2954,21,2953,442
2954,218,2914,216
2954,231,2994,262
2954,456,2955,36
2955,21,2954,441
2955,247,2915,216
2955,260,2995,262
2955,456,2956,36
2956,21,2955,441
2956,218,2916,216
2956,231,2996,233
2956,456,2957,35
2957,21,2956,442
2957,231,2997,204
2957,247,2917,245
2957,456,2958,36
2958,21,2957,441
2958,218,2918,216
2958,231,2998,233
2958,456,2959,36
2959,21,2958,441
2959,218,2919,245
2959,231,2999,204
2959,456,2960,35
2960,21,2959,442
2960,218,2920,245
2960,260,3000,233
2960,456,2961,35
2961,21,2960,442
2961,231,3001,262
2961,247,2921,216
2961,456,2962,36
2962,21,2961,441
2962,218,2922,216
2962,231,3002,262
2962,456,2963,36
2963,21,2962,441
2963,218,2923,245
2963,231,3003,233
2963,457,2964,36
2964,218,2924,245
2964,22,2963,442
2964,289,3004,262
2964,457,2965,36
2965,22,2964,442
2965,247,2925,274
2965,260,3005,262
2965,457,2966,36
2966,218,2926,245
2966,22,2965,442
2966,231,3006,233
297,22,298,443
297,260,1112,204
297,458,295,37
2977,21,4421,442
2977,231,3017,233
2977,456,2978,36
2977,73,4394,100
2978,21,2977,442
2978,247,4396,274
2978,260,3018,262
2978,456,2979,36
2979,21,2978,442
2979,260,3019,262
2979,421,4397,419
2979,456,2980,36
298,260,1083,320
298,276,300,303
298,37,301,429
298,458,297,37
2980,21,2979,442
2980,260,3020,262
2980,305,4399,332
2980,457,2981,36
2981,22,2980,442
2981,247,4400,245
2981,260,3021,233
2981,460,4402,40
2985,456,2986,36
2986,21,2985,441
2986,260,3026,204
2987,218,2947,245
2987,260,3027,204
2987,456,2988,36
2988,21,2987,442
2988,247,2948,245
2988,260,3028,262
2988,456,2989,36
2989,21,2988,441
2989,231,3029,204
2989,247,2949,245
2989,456,4188,36
299,18,300,437
2991,21,4317,441
2991,218,2951,216
2991,260,3031,204
2991,456,2992,35
2992,21,2991,442
2992,218,2952,216
2992,260,3032,233
2992,456,2993,36
2993,21,2992,442
2993,247,2953,216
2993,260,3033,233
2993,456,2994,35
2994,21,2993,442
2994,247,2954,216
2994,260,3034,262
2994,456,2995,35
2995,21,2994,442
2995,247,2955,245
2995,260,3035,262
2995,456,2996,36
2996,21,2995,441
2996,218,2956,216
2996,260,3036,204
2996,457,2997,35
2997,21,2996,443
2997,218,2957,216
2997,260,3037,262
2997,457,2998,35
2998,21,2997,443
2998,247,2958,216
2998,260,3038,233
2998,456,2999,35
2999,21,2998,442
2999,218,2959,216
2999,260,3039,262
2999,456,3000,36
30,24,25,443
30,260,35,320
30,334,709,361
30,460,31,40
300,289,298,291
300,392,1191,419
300,451,299,33
3000,21,2999,441
3000,231,3040,204
3000,247,2960,245
3000,456,3001,36
3001,21,3000,441
3001,247,2961,216
3001,260,3041,262
3001,456,3002,36
3002,21,3001,441
3002,247,2962,245
3002,260,3042,247
3002,456,3003,35
3003,21,3002,441
3003,218,2963,245
3003,231,3043,233
3003,457,3004,36
3004,22,3003,442
3004,276,2964,303
3004,289,3044,262
3004,457,3005,36
3005,22,3004,442
3005,247,2965,274
3005,318,3045,320
3005,457,3006,36
3006,218,2966,245
3006,22,3005,442
3006,231,3046,233
3006,456,3007,35
3007,21,3006,441
3007,260,3047,233
3007,461,3008,41
3008,26,3007,447
3008,260,3048,204
3008,461,3009,40
3009,26,3008,447
3009,260,3049,233
3009,458,3010,37
301,22,1080,443
301,289,1082,233
301,44,303,42
301,443,298,52
3010,23,3009,444
3010,231,3050,204
3010,457,4373,37
3014,173,3054,175
3014,218,4387,245
3014,24,4380,444
3014,455,3015,35
3015,20,3014,441
3015,231,3055,204
3015,276,4389,303
3015,458,3016,38
3016,218,4421,245
3016,23,3015,443
3016,260,3056,262
3016,457,3017,37
3017,218,2977,245
3017,22,3016,443
3017,231,3057,233
3017,457,3018,37
3018,22,3017,443
3018,231,3058,233
3018,247,2978,274
3018,457,3019,37
3019,22,3018,443
3019,231,3059,233
3019,247,2979,274
3019,457,3020,37
3020,22,3019,442
3020,247,2980,245
3020,260,3060,262
3020,457,3021,36
3021,22,3020,442
3021,231,3061,233
3021,247,2981,274
3021,457,3022,37
3022,131,4402,129
3022,22,3021,442
3022,231,3062,233
3022,456,3023,36
3023,21,3022,441
3023,260,3063,262
3023,363,4403,390
3023,456,3024,36
3024,21,3023,441
3024,231,3064,233
3024,247,4404,245
3024,457,4425,37
3026,218,2986,274
3026,231,3066,262
3027,218,2987,274
3027,231,3067,204
3027,456,3028,35
3028,21,3027,442
3028,231,3068,262
3028,247,2988,245
3028,456,3029,36
3029,21,3028,441
3029,218,2989,245
3029,231,3069,204
3029,456,4192,35
303,36,304,428
303,57,301,59
3030,21,4315,442
3030,218,4317,245
3030,260,3070,262
3030,456,3031,36
3031,21,3030,441
3031,218,2991,274
3031,231,3071,204
3031,456,3032,35
3032,21,3031,442
3032,247,2992,274
3032,260,3072,233
3032,456,3033,36
3033,21,3032,441
3033,247,2993,274
3033,260,3073,291
3033,456,3034,34
3034,20,3033,442
3034,231,3074,204
3034,247,2994,274
3034,455,3035,36
3035,21,3034,440
3035,231,3075,233
3035,247,2995,245
3035,456,3036,36
3036,21,3035,441
3036,218,2996,274
3036,260,3076,233
3036,456,3037,35
3037,21,3036,442
3037,231,3077,204
3037,247,2997,245
3037,456,3038,35
3038,21,3037,442
3038,218,2998,245
3038,231,3078,262
3038,456,3039,36
3039,21,3038,441
3039,247,2999,274
3039,260,3079,262
3039,456,3040,36
304,231,1080,262
304,24,305,444
304,442,303,51
3040,21,3039,441
3040,218,3000,245
3040,231,3080,233
3040,457,3041,37
3041,22,3040,442
3041,231,3081,233
3041,247,3001,245
3041,456,3042,36
3042,21,3041,441
3042,218,3002,274
3042,260,3082,262
3042,458,3043,38
3043,218,3003,245
3043,23,3042,443
3043,231,3083,233
3043,457,3044,36
3044,22,3043,442
3044,231,3084,233
3044,276,3004,274
3044,457,3045,36
3045,22,3044,442
3045,231,3085,233
3045,305,3005,332
3045,457,3046,37
3046,218,3006,245
3046,22,3045,442
3046,231,3086,233
3046,457,3047,36
